"Edible","CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat"
"Edible","Convex","Fibrous","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Scaly","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Fibrous","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Fibrous","Brown","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Convex","Scaly","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Convex","Scaly","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Convex","Fibrous","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Convex","Fibrous","Gray","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Convex","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Convex","Fibrous","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Convex","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Convex","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Convex","Fibrous","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Fibrous","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Several","Woods"
"Edible","Convex","Fibrous","Brown","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Scaly","Gray","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Fibrous","Brown","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Convex","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Scaly","Brown","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Scaly","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Convex","Scaly","Brown","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Scaly","Yellow","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Several","Paths"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Creosote","Free","Crowded","Narrow","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Scattered","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Poisonous","Convex","Fibrous","White","False","Creosote","Free","Close","Narrow","Pink","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Scattered","Woods"
"Edible","Convex","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Brown","Partial","White","One","Large","Chocolate","Several","Grasses"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Brown","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Fibrous","Pink","False","Creosote","Free","Crowded","Narrow","Purple","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Scattered","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Brown","Buff","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Poisonous","Flat","Fibrous","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Buff","Pink","Partial","White","One","Large","Chocolate","Several","Paths"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Creosote","Free","Close","Narrow","Pink","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Scattered","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Pink","Partial","White","One","Large","Chocolate","Several","Grasses"
"Poisonous","Flat","Fibrous","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Smooth","Pink","False","Creosote","Free","Crowded","Narrow","Brown","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Smooth","White","False","Creosote","Free","Close","Narrow","Pink","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Smooth","Gray","False","Creosote","Free","Close","Narrow","Purple","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Scattered","Woods"
"Poisonous","Convex","Fibrous","Pink","False","Creosote","Free","Close","Narrow","Brown","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Scattered","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Pink","Brown","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Poisonous","Convex","Smooth","White","False","Creosote","Free","Crowded","Narrow","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Buff","Buff","Partial","White","One","Large","Chocolate","Several","Paths"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Poisonous","Convex","Scaly","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Brown","Buff","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Poisonous","Convex","Smooth","White","False","Creosote","Free","Close","Narrow","Pink","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Scattered","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Brown","Buff","Partial","White","One","Large","Chocolate","Several","Paths"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Convex","Scaly","Brown","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Pink","Partial","White","One","Large","Chocolate","Several","Paths"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Poisonous","Flat","Fibrous","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Convex","Fibrous","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Flat","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Several","Paths"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Several","Paths"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Pink","Partial","White","One","Large","Chocolate","Several","Grasses"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Brown","Pink","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Buff","Buff","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Buff","Partial","White","One","Large","Chocolate","Several","Grasses"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Poisonous","Convex","Smooth","Gray","False","Creosote","Free","Crowded","Narrow","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Smooth","Pink","False","Creosote","Free","Close","Narrow","Pink","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Scattered","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Pink","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Flat","Fibrous","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Brown","Brown","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Poisonous","Convex","Smooth","Gray","False","Creosote","Free","Crowded","Narrow","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Scattered","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Several","Grasses"
"Poisonous","Convex","Fibrous","Gray","False","Creosote","Free","Close","Narrow","Purple","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Pink","Pink","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Brown","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Fibrous","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","Gray","Pink","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Smooth","Gray","False","Creosote","Free","Close","Narrow","Purple","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Black","Several","Woods"
"Poisonous","Convex","Fibrous","White","False","Creosote","Free","Close","Narrow","Brown","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Brown","Several","Woods"
"Edible","Flat","Fibrous","Gray","True","None","Free","Close","Broad","Purple","Tapering","Bulbous","Smooth","Smooth","Pink","Gray","Partial","White","One","Pendant","Black","Solitary","Woods"
"Edible","Flat","Scaly","Gray","True","None","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","Gray","White","Partial","White","One","Pendant","Brown","Solitary","Woods"
"Poisonous","Convex","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Buff","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","Brown","Tapering","Bulbous","Smooth","Smooth","White","Gray","Partial","White","One","Pendant","Black","Several","Woods"
